"Sample","Time","Decoder","Ann Row","Ann Class","Value",
"9947814","9.948 s","I²C","Address/data","Data write","Data write: 02",
"9947959","9.948 s","I²C","Address/data","ACK","ACK",
"9947985","9.948 s","I²C","Address/data","Stop condition","Stop",
"9997562","9.998 s","I²C","Address/data","Start condition","Start",
"9997590","9.998 s","I²C","Address/data","Address write","Address write: 28",
"9997701","9.998 s","I²C","Address/data","Address write","Write",
"9997736","9.998 s","I²C","Address/data","ACK","ACK",
"9997753","9.998 s","I²C","Address/data","Data write","Data write: 03",
"9997901","9.998 s","I²C","Address/data","ACK","ACK",
"9997937","9.998 s","I²C","Address/data","Repeat start condition","Start repeat",
"9997954","9.998 s","I²C","Address/data","Address read","Address read: 28",
"9998065","9.998 s","I²C","Address/data","Address read","Read",
"9998104","9.998 s","I²C","Address/data","ACK","ACK",
"9998119","9.998 s","I²C","Address/data","Data read","Data read: 40",
"9998246","9.998 s","I²C","Address/data","ACK","ACK",
"9998279","9.998 s","I²C","Address/data","Data read","Data read: 00",
"9998406","9.998 s","I²C","Address/data","NACK","NACK",
"9998446","9.998 s","I²C","Address/data","Stop condition","Stop",
"9998534","9.999 s","I²C","Address/data","Start condition","Start",
"9998562","9.999 s","I²C","Address/data","Address write","Address write: 28",
"9998673","9.999 s","I²C","Address/data","Address write","Write",
"9998709","9.999 s","I²C","Address/data","ACK","ACK",
"9998727","9.999 s","I²C","Address/data","Data write","Data write: 00",
"9998871","9.999 s","I²C","Address/data","ACK","ACK",
"9998889","9.999 s","I²C","Address/data","Data write","Data write: 02",
"9999034","9.999 s","I²C","Address/data","ACK","ACK",
"9999060","9.999 s","I²C","Address/data","Stop condition","Stop",
"10048672","10.049 s","I²C","Address/data","Start condition","Start",
"10048700","10.049 s","I²C","Address/data","Address write","Address write: 28",
"10048811","10.049 s","I²C","Address/data","Address write","Write",
"10048846","10.049 s","I²C","Address/data","ACK","ACK",
"10048863","10.049 s","I²C","Address/data","Data write","Data write: 03",
"10049007","10.049 s","I²C","Address/data","ACK","ACK",
"10049032","10.049 s","I²C","Address/data","Stop condition","Stop",
"10049042","10.049 s","I²C","Address/data","Start condition","Start",
"10049059","10.049 s","I²C","Address/data","Address read","Address read: 28",
"10049170","10.049 s","I²C","Address/data","Address read","Read",
"10049209","10.049 s","I²C","Address/data","ACK","ACK",
"10049224","10.049 s","I²C","Address/data","Data read","Data read: 40",
"10049351","10.049 s","I²C","Address/data","ACK","ACK",
"10049414","10.049 s","I²C","Address/data","Data read","Data read: 00",
"10049541","10.050 s","I²C","Address/data","NACK","NACK",
"10049592","10.050 s","I²C","Address/data","Stop condition","Stop",
"10049635","10.050 s","I²C","Address/data","Start condition","Start",
"10049662","10.050 s","I²C","Address/data","Address write","Address write: 28",
"10049773","10.050 s","I²C","Address/data","Address write","Write",
"10049809","10.050 s","I²C","Address/data","ACK","ACK",
"10049827","10.050 s","I²C","Address/data","Data write","Data write: 00",
"10049971","10.050 s","I²C","Address/data","ACK","ACK",
"10049990","10.050 s","I²C","Address/data","Data write","Data write: 02",
"10050135","10.050 s","I²C","Address/data","ACK","ACK",
"10050160","10.050 s","I²C","Address/data","Stop condition","Stop",
"10099738","10.100 s","I²C","Address/data","Start condition","Start",
"10099766","10.100 s","I²C","Address/data","Address write","Address write: 28",
"10099877","10.100 s","I²C","Address/data","Address write","Write",
"10099912","10.100 s","I²C","Address/data","ACK","ACK",
"10099929","10.100 s","I²C","Address/data","Data write","Data write: 03",
"10100072","10.100 s","I²C","Address/data","ACK","ACK",
"10100098","10.100 s","I²C","Address/data","Stop condition","Stop",
"10100108","10.100 s","I²C","Address/data","Start condition","Start",
"10100125","10.100 s","I²C","Address/data","Address read","Address read: 28",
"10100236","10.100 s","I²C","Address/data","Address read","Read",
"10100275","10.100 s","I²C","Address/data","ACK","ACK",
"10100290","10.100 s","I²C","Address/data","Data read","Data read: 40",
"10100417","10.100 s","I²C","Address/data","ACK","ACK",
"10100449","10.100 s","I²C","Address/data","Data read","Data read: 00",
"10100576","10.101 s","I²C","Address/data","NACK","NACK",
"10100616","10.101 s","I²C","Address/data","Stop condition","Stop",
"10100705","10.101 s","I²C","Address/data","Start condition","Start",
"10100733","10.101 s","I²C","Address/data","Address write","Address write: 28",
"10100844","10.101 s","I²C","Address/data","Address write","Write",
"10100879","10.101 s","I²C","Address/data","ACK","ACK",
"10100898","10.101 s","I²C","Address/data","Data write","Data write: 00",
"10101042","10.101 s","I²C","Address/data","ACK","ACK",
"10101060","10.101 s","I²C","Address/data","Data write","Data write: 02",
"10101205","10.101 s","I²C","Address/data","ACK","ACK",
"10101231","10.101 s","I²C","Address/data","Stop condition","Stop",
"10150847","10.151 s","I²C","Address/data","Start condition","Start",
"10150875","10.151 s","I²C","Address/data","Address write","Address write: 28",
"10150986","10.151 s","I²C","Address/data","Address write","Write",
"10151021","10.151 s","I²C","Address/data","ACK","ACK",
"10151039","10.151 s","I²C","Address/data","Data write","Data write: 03",
"10151183","10.151 s","I²C","Address/data","ACK","ACK",
"10151218","10.151 s","I²C","Address/data","Repeat start condition","Start repeat",
"10151234","10.151 s","I²C","Address/data","Address read","Address read: 28",
"10151345","10.151 s","I²C","Address/data","Address read","Read",
"10151384","10.151 s","I²C","Address/data","ACK","ACK",
"10151399","10.151 s","I²C","Address/data","Data read","Data read: 40",
"10151526","10.152 s","I²C","Address/data","ACK","ACK",
"10151586","10.152 s","I²C","Address/data","Data read","Data read: 00",
"10151713","10.152 s","I²C","Address/data","NACK","NACK",
"10151763","10.152 s","I²C","Address/data","Stop condition","Stop",
"10151810","10.152 s","I²C","Address/data","Start condition","Start",
"10151838","10.152 s","I²C","Address/data","Address write","Address write: 28",
"10151949","10.152 s","I²C","Address/data","Address write","Write",
"10152015","10.152 s","I²C","Address/data","ACK","ACK",
"10152034","10.152 s","I²C","Address/data","Data write","Data write: 00",
"10152184","10.152 s","I²C","Address/data","ACK","ACK",
"10152201","10.152 s","I²C","Address/data","Data write","Data write: 02",
"10152356","10.152 s","I²C","Address/data","ACK","ACK",
"10152396","10.152 s","I²C","Address/data","Stop condition","Stop",
"10201913","10.202 s","I²C","Address/data","Start condition","Start",
"10201941","10.202 s","I²C","Address/data","Address write","Address write: 28",
"10202052","10.202 s","I²C","Address/data","Address write","Write",
"10202087","10.202 s","I²C","Address/data","ACK","ACK",
"10202105","10.202 s","I²C","Address/data","Data write","Data write: 03",
"10202248","10.202 s","I²C","Address/data","ACK","ACK",
"10202274","10.202 s","I²C","Address/data","Stop condition","Stop",
"10202284","10.202 s","I²C","Address/data","Start condition","Start",
"10202301","10.202 s","I²C","Address/data","Address read","Address read: 28",
"10202412","10.202 s","I²C","Address/data","Address read","Read",
"10202450","10.202 s","I²C","Address/data","ACK","ACK",
"10202466","10.202 s","I²C","Address/data","Data read","Data read: 40",
"10202592","10.203 s","I²C","Address/data","ACK","ACK",
"10202625","10.203 s","I²C","Address/data","Data read","Data read: 00",
"10202752","10.203 s","I²C","Address/data","NACK","NACK",
"10202791","10.203 s","I²C","Address/data","Stop condition","Stop",
"10202881","10.203 s","I²C","Address/data","Start condition","Start",
"10202909","10.203 s","I²C","Address/data","Address write","Address write: 28",
"10203020","10.203 s","I²C","Address/data","Address write","Write",
"10203055","10.203 s","I²C","Address/data","ACK","ACK",
"10203074","10.203 s","I²C","Address/data","Data write","Data write: 00",
"10203218","10.203 s","I²C","Address/data","ACK","ACK",
"10203236","10.203 s","I²C","Address/data","Data write","Data write: 02",
"10203381","10.203 s","I²C","Address/data","ACK","ACK",
"10203406","10.203 s","I²C","Address/data","Stop condition","Stop",
"10253023","10.253 s","I²C","Address/data","Start condition","Start",
"10253051","10.253 s","I²C","Address/data","Address write","Address write: 28",
"10253162","10.253 s","I²C","Address/data","Address write","Write",
"10253197","10.253 s","I²C","Address/data","ACK","ACK",
"10253214","10.253 s","I²C","Address/data","Data write","Data write: 03",
"10253359","10.253 s","I²C","Address/data","ACK","ACK",
"10253394","10.253 s","I²C","Address/data","Repeat start condition","Start repeat",
"10253410","10.253 s","I²C","Address/data","Address read","Address read: 28",
"10253521","10.254 s","I²C","Address/data","Address read","Read",
"10253560","10.254 s","I²C","Address/data","ACK","ACK",
"10253575","10.254 s","I²C","Address/data","Data read","Data read: 40",
"10253702","10.254 s","I²C","Address/data","ACK","ACK",
"10253758","10.254 s","I²C","Address/data","Data read","Data read: 00",
"10253885","10.254 s","I²C","Address/data","NACK","NACK",
"10253937","10.254 s","I²C","Address/data","Stop condition","Stop",
"10253986","10.254 s","I²C","Address/data","Start condition","Start",
"10254014","10.254 s","I²C","Address/data","Address write","Address write: 28",
"10254125","10.254 s","I²C","Address/data","Address write","Write",
"10254188","10.254 s","I²C","Address/data","ACK","ACK",
"10254207","10.254 s","I²C","Address/data","Data write","Data write: 00",
"10254356","10.254 s","I²C","Address/data","ACK","ACK",
"10254374","10.254 s","I²C","Address/data","Data write","Data write: 02",
"10254529","10.255 s","I²C","Address/data","ACK","ACK",
"10254569","10.255 s","I²C","Address/data","Stop condition","Stop",
"10304089","10.304 s","I²C","Address/data","Start condition","Start",
"10304117","10.304 s","I²C","Address/data","Address write","Address write: 28",
"10304228","10.304 s","I²C","Address/data","Address write","Write",
"10304263","10.304 s","I²C","Address/data","ACK","ACK",
"10304280","10.304 s","I²C","Address/data","Data write","Data write: 03",
"10304424","10.304 s","I²C","Address/data","ACK","ACK",
"10304460","10.304 s","I²C","Address/data","Repeat start condition","Start repeat",
"10304476","10.304 s","I²C","Address/data","Address read","Address read: 28",
"10304587","10.305 s","I²C","Address/data","Address read","Read",
"10304627","10.305 s","I²C","Address/data","ACK","ACK",
"10304644","10.305 s","I²C","Address/data","Data read","Data read: 40",
"10304770","10.305 s","I²C","Address/data","ACK","ACK",
"10304803","10.305 s","I²C","Address/data","Data read","Data read: 00",
"10304930","10.305 s","I²C","Address/data","NACK","NACK",
"10304969","10.305 s","I²C","Address/data","Stop condition","Stop",
"10305068","10.305 s","I²C","Address/data","Start condition","Start",
"10305084","10.305 s","I²C","Address/data","Address write","Address write: 28",
"10305195","10.305 s","I²C","Address/data","Address write","Write",
"10305231","10.305 s","I²C","Address/data","ACK","ACK",
"10305249","10.305 s","I²C","Address/data","Data write","Data write: 00",
"10305394","10.305 s","I²C","Address/data","ACK","ACK",
"10305412","10.305 s","I²C","Address/data","Data write","Data write: 02",
"10305556","10.306 s","I²C","Address/data","ACK","ACK",
"10305582","10.306 s","I²C","Address/data","Stop condition","Stop",
"10355210","10.355 s","I²C","Address/data","Start condition","Start",
"10355226","10.355 s","I²C","Address/data","Address write","Address write: 28",
"10355337","10.355 s","I²C","Address/data","Address write","Write",
"10355373","10.355 s","I²C","Address/data","ACK","ACK",
"10355390","10.355 s","I²C","Address/data","Data write","Data write: 03",
"10355534","10.356 s","I²C","Address/data","ACK","ACK",
"10355559","10.356 s","I²C","Address/data","Stop condition","Stop",
"10355569","10.356 s","I²C","Address/data","Start condition","Start",
"10355586","10.356 s","I²C","Address/data","Address read","Address read: 28",
"10355697","10.356 s","I²C","Address/data","Address read","Read",
"10355735","10.356 s","I²C","Address/data","ACK","ACK",
"10355751","10.356 s","I²C","Address/data","Data read","Data read: 40",
"10355878","10.356 s","I²C","Address/data","ACK","ACK",
"10355935","10.356 s","I²C","Address/data","Data read","Data read: 00",
"10356062","10.356 s","I²C","Address/data","NACK","NACK",
"10356112","10.356 s","I²C","Address/data","Stop condition","Stop",
"10356161","10.356 s","I²C","Address/data","Start condition","Start",
"10356189","10.356 s","I²C","Address/data","Address write","Address write: 28",
"10356300","10.356 s","I²C","Address/data","Address write","Write",
"10356365","10.356 s","I²C","Address/data","ACK","ACK",
"10356383","10.356 s","I²C","Address/data","Data write","Data write: 00",
"10356533","10.357 s","I²C","Address/data","ACK","ACK",
"10356552","10.357 s","I²C","Address/data","Data write","Data write: 02",
"10356705","10.357 s","I²C","Address/data","ACK","ACK",
"10356742","10.357 s","I²C","Address/data","Stop condition","Stop",
"10406265","10.406 s","I²C","Address/data","Start condition","Start",
"10406293","10.406 s","I²C","Address/data","Address write","Address write: 28",
"10406404","10.406 s","I²C","Address/data","Address write","Write",
"10406439","10.406 s","I²C","Address/data","ACK","ACK",
"10406456","10.406 s","I²C","Address/data","Data write","Data write: 03",
"10406600","10.407 s","I²C","Address/data","ACK","ACK",
"10406625","10.407 s","I²C","Address/data","Stop condition","Stop",
"10406635","10.407 s","I²C","Address/data","Start condition","Start",
"10406652","10.407 s","I²C","Address/data","Address read","Address read: 28",
"10406763","10.407 s","I²C","Address/data","Address read","Read",
"10406801","10.407 s","I²C","Address/data","ACK","ACK",
"10406817","10.407 s","I²C","Address/data","Data read","Data read: 40",
"10406944","10.407 s","I²C","Address/data","ACK","ACK",
"10406977","10.407 s","I²C","Address/data","Data read","Data read: 00",
"10407104","10.407 s","I²C","Address/data","NACK","NACK",
"10407143","10.407 s","I²C","Address/data","Stop condition","Stop",
"10407232","10.407 s","I²C","Address/data","Start condition","Start",
"10407260","10.407 s","I²C","Address/data","Address write","Address write: 28",
"10407371","10.407 s","I²C","Address/data","Address write","Write",
"10407407","10.407 s","I²C","Address/data","ACK","ACK",
"10407425","10.407 s","I²C","Address/data","Data write","Data write: 00",
"10407569","10.408 s","I²C","Address/data","ACK","ACK",
"10407587","10.408 s","I²C","Address/data","Data write","Data write: 02",
"10407732","10.408 s","I²C","Address/data","ACK","ACK",
"10407758","10.408 s","I²C","Address/data","Stop condition","Stop",
"10457374","10.457 s","I²C","Address/data","Start condition","Start",
"10457402","10.457 s","I²C","Address/data","Address write","Address write: 28",
"10457513","10.458 s","I²C","Address/data","Address write","Write",
"10457549","10.458 s","I²C","Address/data","ACK","ACK",
"10457565","10.458 s","I²C","Address/data","Data write","Data write: 03",
"10457710","10.458 s","I²C","Address/data","ACK","ACK",
"10457745","10.458 s","I²C","Address/data","Repeat start condition","Start repeat",
"10457761","10.458 s","I²C","Address/data","Address read","Address read: 28",
"10457872","10.458 s","I²C","Address/data","Address read","Read",
"10457940","10.458 s","I²C","Address/data","ACK","ACK",
"10457955","10.458 s","I²C","Address/data","Data read","Data read: 40",
"10458082","10.458 s","I²C","Address/data","ACK","ACK",
"10458115","10.458 s","I²C","Address/data","Data read","Data read: 00",
"10458241","10.458 s","I²C","Address/data","NACK","NACK",
"10458284","10.458 s","I²C","Address/data","Stop condition","Stop",
"10458337","10.458 s","I²C","Address/data","Start condition","Start",
"10458365","10.458 s","I²C","Address/data","Address write","Address write: 28",
"10458476","10.458 s","I²C","Address/data","Address write","Write",
"10458535","10.459 s","I²C","Address/data","ACK","ACK",
"10458551","10.459 s","I²C","Address/data","Data write","Data write: 00",
"10458703","10.459 s","I²C","Address/data","ACK","ACK",
"10458721","10.459 s","I²C","Address/data","Data write","Data write: 02",
"10458874","10.459 s","I²C","Address/data","ACK","ACK",
"10458913","10.459 s","I²C","Address/data","Stop condition","Stop",
"10508440","10.508 s","I²C","Address/data","Start condition","Start",
"10508468","10.508 s","I²C","Address/data","Address write","Address write: 28",
"10508579","10.509 s","I²C","Address/data","Address write","Write",
"10508614","10.509 s","I²C","Address/data","ACK","ACK",
"10508632","10.509 s","I²C","Address/data","Data write","Data write: 03",
"10508775","10.509 s","I²C","Address/data","ACK","ACK",
"10508811","10.509 s","I²C","Address/data","Repeat start condition","Start repeat",
"10508827","10.509 s","I²C","Address/data","Address read","Address read: 28",
"10508938","10.509 s","I²C","Address/data","Address read","Read",
"10508977","10.509 s","I²C","Address/data","ACK","ACK",
"10508992","10.509 s","I²C","Address/data","Data read","Data read: 40",
"10509119","10.509 s","I²C","Address/data","ACK","ACK",
"10509152","10.509 s","I²C","Address/data","Data read","Data read: 00",
"10509279","10.509 s","I²C","Address/data","NACK","NACK",
"10509319","10.509 s","I²C","Address/data","Stop condition","Stop",
"10509408","10.509 s","I²C","Address/data","Start condition","Start",
"10509436","10.509 s","I²C","Address/data","Address write","Address write: 28",
"10509547","10.510 s","I²C","Address/data","Address write","Write",
"10509582","10.510 s","I²C","Address/data","ACK","ACK",
"10509601","10.510 s","I²C","Address/data","Data write","Data write: 00",
"10509745","10.510 s","I²C","Address/data","ACK","ACK",
"10509763","10.510 s","I²C","Address/data","Data write","Data write: 02",
"10509908","10.510 s","I²C","Address/data","ACK","ACK",
"10509933","10.510 s","I²C","Address/data","Stop condition","Stop",
"10559550","10.560 s","I²C","Address/data","Start condition","Start",
"10559578","10.560 s","I²C","Address/data","Address write","Address write: 28",
"10559689","10.560 s","I²C","Address/data","Address write","Write",
"10559724","10.560 s","I²C","Address/data","ACK","ACK",
"10559741","10.560 s","I²C","Address/data","Data write","Data write: 03",
"10559885","10.560 s","I²C","Address/data","ACK","ACK",
"10559920","10.560 s","I²C","Address/data","Repeat start condition","Start repeat",
"10559937","10.560 s","I²C","Address/data","Address read","Address read: 28",
"10560048","10.560 s","I²C","Address/data","Address read","Read",
"10560106","10.560 s","I²C","Address/data","ACK","ACK",
"10560123","10.560 s","I²C","Address/data","Data read","Data read: 40",
"10560250","10.560 s","I²C","Address/data","ACK","ACK",
"10560283","10.560 s","I²C","Address/data","Data read","Data read: 00",
"10560409","10.560 s","I²C","Address/data","NACK","NACK",
"10560460","10.560 s","I²C","Address/data","Stop condition","Stop",
"10560513","10.561 s","I²C","Address/data","Start condition","Start",
"10560541","10.561 s","I²C","Address/data","Address write","Address write: 28",
"10560652","10.561 s","I²C","Address/data","Address write","Write",
"10560734","10.561 s","I²C","Address/data","ACK","ACK",
"10560753","10.561 s","I²C","Address/data","Data write","Data write: 00",
"10560897","10.561 s","I²C","Address/data","ACK","ACK",
"10560915","10.561 s","I²C","Address/data","Data write","Data write: 02",
"10561060","10.561 s","I²C","Address/data","ACK","ACK",
"10561086","10.561 s","I²C","Address/data","Stop condition","Stop",
"10610616","10.611 s","I²C","Address/data","Start condition","Start",
"10610644","10.611 s","I²C","Address/data","Address write","Address write: 28",
"10610755","10.611 s","I²C","Address/data","Address write","Write",
"10610790","10.611 s","I²C","Address/data","ACK","ACK",
"10610807","10.611 s","I²C","Address/data","Data write","Data write: 03",
"10610951","10.611 s","I²C","Address/data","ACK","ACK",
"10610987","10.611 s","I²C","Address/data","Repeat start condition","Start repeat",
"10611003","10.611 s","I²C","Address/data","Address read","Address read: 28",
"10611114","10.611 s","I²C","Address/data","Address read","Read",
"10611153","10.611 s","I²C","Address/data","ACK","ACK",
"10611168","10.611 s","I²C","Address/data","Data read","Data read: 40",
"10611295","10.611 s","I²C","Address/data","ACK","ACK",
"10611357","10.611 s","I²C","Address/data","Data read","Data read: 00",
"10611483","10.611 s","I²C","Address/data","NACK","NACK",
"10611559","10.612 s","I²C","Address/data","Stop condition","Stop",
"10611612","10.612 s","I²C","Address/data","Start condition","Start",
"10611640","10.612 s","I²C","Address/data","Address write","Address write: 28",
"10611751","10.612 s","I²C","Address/data","Address write","Write",
"10611786","10.612 s","I²C","Address/data","ACK","ACK",
"10611805","10.612 s","I²C","Address/data","Data write","Data write: 00",
"10611955","10.612 s","I²C","Address/data","ACK","ACK",
"10611974","10.612 s","I²C","Address/data","Data write","Data write: 02",
"10612127","10.612 s","I²C","Address/data","ACK","ACK",
"10612167","10.612 s","I²C","Address/data","Stop condition","Stop",
"10661725","10.662 s","I²C","Address/data","Start condition","Start",
"10661753","10.662 s","I²C","Address/data","Address write","Address write: 28",
"10661864","10.662 s","I²C","Address/data","Address write","Write",
"10661931","10.662 s","I²C","Address/data","ACK","ACK",
"10661948","10.662 s","I²C","Address/data","Data write","Data write: 03",
"10662098","10.662 s","I²C","Address/data","ACK","ACK",
"10662124","10.662 s","I²C","Address/data","Stop condition","Stop",
"10662134","10.662 s","I²C","Address/data","Start condition","Start",
"10662151","10.662 s","I²C","Address/data","Address read","Address read: 28",
"10662262","10.662 s","I²C","Address/data","Address read","Read",
"10662300","10.662 s","I²C","Address/data","ACK","ACK",
"10662316","10.662 s","I²C","Address/data","Data read","Data read: 40",
"10662442","10.662 s","I²C","Address/data","ACK","ACK",
"10662475","10.662 s","I²C","Address/data","Data read","Data read: 00",
"10662602","10.663 s","I²C","Address/data","NACK","NACK",
"10662642","10.663 s","I²C","Address/data","Stop condition","Stop",
"10662693","10.663 s","I²C","Address/data","Start condition","Start",
"10662721","10.663 s","I²C","Address/data","Address write","Address write: 28",
"10662832","10.663 s","I²C","Address/data","Address write","Write",
"10662869","10.663 s","I²C","Address/data","ACK","ACK",
"10662886","10.663 s","I²C","Address/data","Data write","Data write: 00",
"10663038","10.663 s","I²C","Address/data","ACK","ACK",
"10663055","10.663 s","I²C","Address/data","Data write","Data write: 02",
"10663210","10.663 s","I²C","Address/data","ACK","ACK",
"10663250","10.663 s","I²C","Address/data","Stop condition","Stop",
"10712803","10.713 s","I²C","Address/data","Start condition","Start",
"10712819","10.713 s","I²C","Address/data","Address write","Address write: 28",
"10712930","10.713 s","I²C","Address/data","Address write","Write",
"10712966","10.713 s","I²C","Address/data","ACK","ACK",
"10712983","10.713 s","I²C","Address/data","Data write","Data write: 03",
"10713127","10.713 s","I²C","Address/data","ACK","ACK",
"10713152","10.713 s","I²C","Address/data","Stop condition","Stop",
"10713162","10.713 s","I²C","Address/data","Start condition","Start",
"10713179","10.713 s","I²C","Address/data","Address read","Address read: 28",
"10713290","10.713 s","I²C","Address/data","Address read","Read",
"10713360","10.713 s","I²C","Address/data","ACK","ACK",
"10713375","10.713 s","I²C","Address/data","Data read","Data read: 40",
"10713501","10.714 s","I²C","Address/data","ACK","ACK",
"10713534","10.714 s","I²C","Address/data","Data read","Data read: 00",
"10713661","10.714 s","I²C","Address/data","NACK","NACK",
"10713734","10.714 s","I²C","Address/data","Stop condition","Stop",
"10713799","10.714 s","I²C","Address/data","Start condition","Start",
"10713815","10.714 s","I²C","Address/data","Address write","Address write: 28",
"10713926","10.714 s","I²C","Address/data","Address write","Write",
"10713962","10.714 s","I²C","Address/data","ACK","ACK",
"10713980","10.714 s","I²C","Address/data","Data write","Data write: 00",
"10714125","10.714 s","I²C","Address/data","ACK","ACK",
"10714143","10.714 s","I²C","Address/data","Data write","Data write: 02",
"10714293","10.714 s","I²C","Address/data","ACK","ACK",
"10714333","10.714 s","I²C","Address/data","Stop condition","Stop",
"10763901","10.764 s","I²C","Address/data","Start condition","Start",
"10763929","10.764 s","I²C","Address/data","Address write","Address write: 28",
"10764040","10.764 s","I²C","Address/data","Address write","Write",
"10764097","10.764 s","I²C","Address/data","ACK","ACK",
"10764114","10.764 s","I²C","Address/data","Data write","Data write: 03",
"10764266","10.764 s","I²C","Address/data","ACK","ACK",
"10764290","10.764 s","I²C","Address/data","Stop condition","Stop",
"10764300","10.764 s","I²C","Address/data","Start condition","Start",
"10764317","10.764 s","I²C","Address/data","Address read","Address read: 28",
"10764428","10.764 s","I²C","Address/data","Address read","Read",
"10764467","10.764 s","I²C","Address/data","ACK","ACK",
"10764482","10.764 s","I²C","Address/data","Data read","Data read: 40",
"10764609","10.765 s","I²C","Address/data","ACK","ACK",
"10764642","10.765 s","I²C","Address/data","Data read","Data read: 00",
"10764769","10.765 s","I²C","Address/data","NACK","NACK",
"10764811","10.765 s","I²C","Address/data","Stop condition","Stop",
"10764864","10.765 s","I²C","Address/data","Start condition","Start",
"10764892","10.765 s","I²C","Address/data","Address write","Address write: 28",
"10765003","10.765 s","I²C","Address/data","Address write","Write",
"10765039","10.765 s","I²C","Address/data","ACK","ACK",
"10765057","10.765 s","I²C","Address/data","Data write","Data write: 00",
"10765206","10.765 s","I²C","Address/data","ACK","ACK",
"10765224","10.765 s","I²C","Address/data","Data write","Data write: 02",
"10765378","10.765 s","I²C","Address/data","ACK","ACK",
"10765417","10.765 s","I²C","Address/data","Stop condition","Stop",
